Region,RegionName,StateName,CountyName,CityName,ForecastedDate,ForecastYoYPctChange
Country,United States,,,,2022-08-31,10.7
Msa,"Akron, OH",OH,,,2022-08-31,10.3
Msa,"Albany, NY",NY,,,2022-08-31,9.5
Msa,"Albuquerque, NM",NM,,,2022-08-31,13.6
Msa,"Allentown, PA",PA,,,2022-08-31,12.9
Msa,"Atlanta, GA",GA,,,2022-08-31,15.0
Msa,"Augusta, GA",GA,,,2022-08-31,10.9
Msa,"Austin, TX",TX,,,2022-08-31,19.8
Msa,"Bakersfield, CA",CA,,,2022-08-31,14.7
Msa,"Baltimore, MD",MD,,,2022-08-31,8.0
Msa,"Baton Rouge, LA",LA,,,2022-08-31,5.2
Msa,"Birmingham, AL",AL,,,2022-08-31,10.4
Msa,"Boise City, ID",ID,,,2022-08-31,21.1
Msa,"Boston, MA",MA,,,2022-08-31,8.4
Msa,"Buffalo, NY",NY,,,2022-08-31,12.9
Msa,"Charleston, SC",SC,,,2022-08-31,16.1
Msa,"Charlotte, NC",NC,,,2022-08-31,15.3
Msa,"Chicago, IL",IL,,,2022-08-31,7.9
Msa,"Cincinnati, OH",OH,,,2022-08-31,11.4
Msa,"Cleveland, OH",OH,,,2022-08-31,12.0
Msa,"Colorado Springs, CO",CO,,,2022-08-31,15.6
Msa,"Columbia, SC",SC,,,2022-08-31,10.5
Msa,"Columbus, OH",OH,,,2022-08-31,11.0
Msa,"Dallas-Fort Worth, TX",TX,,,2022-08-31,21.3
Msa,"Dayton, OH",OH,,,2022-08-31,12.3
Msa,"Daytona Beach, FL",FL,,,2022-08-31,17.5
Msa,"Denver, CO",CO,,,2022-08-31,17.0
Msa,"Des Moines, IA",IA,,,2022-08-31,7.4
Msa,"Detroit, MI",MI,,,2022-08-31,10.3
Msa,"El Paso, TX",TX,,,2022-08-31,16.5
Msa,"Fort Collins, CO",CO,,,2022-08-31,10.0
Msa,"Fort Myers, FL",FL,,,2022-08-31,72.2
Msa,"Fresno, CA",CA,,,2022-08-31,14.1
Msa,"Grand Rapids, MI",MI,,,2022-08-31,11.3
Msa,"Greensboro, NC",NC,,,2022-08-31,20.4
Msa,"Greenville, SC",SC,,,2022-08-31,9.5
Msa,"Harrisburg, PA",PA,,,2022-08-31,9.2
Msa,"Hartford, CT",CT,,,2022-08-31,12.8
Msa,"Houston, TX",TX,,,2022-08-31,10.8
Msa,"Indianapolis, IN",IN,,,2022-08-31,11.6
Msa,"Jackson, MS",MS,,,2022-08-31,10.1
Msa,"Jacksonville, FL",FL,,,2022-08-31,17.3
Msa,"Kansas City, MO",MO,,,2022-08-31,10.0
Msa,"Knoxville, TN",TN,,,2022-08-31,14.9
Msa,"Lakeland, FL",FL,,,2022-08-31,16.1
Msa,"Las Vegas, NV",NV,,,2022-08-31,13.1
Msa,"Little Rock, AR",AR,,,2022-08-31,7.7
Msa,"Los Angeles-Long Beach-Anaheim, CA",CA,,,2022-08-31,11.6
Msa,"Louisville-Jefferson County, KY",KY,,,2022-08-31,8.9
Msa,"Madison, WI",WI,,,2022-08-31,8.8
Msa,"McAllen, TX",TX,,,2022-08-31,9.6
Msa,"Memphis, TN",TN,,,2022-08-31,11.8
Msa,"Miami-Fort Lauderdale, FL",FL,,,2022-08-31,12.5
Msa,"Milwaukee, WI",WI,,,2022-08-31,9.6
Msa,"Minneapolis-St Paul, MN",MN,,,2022-08-31,9.0
Msa,"Nashville, TN",TN,,,2022-08-31,16.0
Msa,"New Haven, CT",CT,,,2022-08-31,13.1
Msa,"New Orleans, LA",LA,,,2022-08-31,9.0
Msa,"New York, NY",NY,,,2022-08-31,7.4
Msa,"North Port-Sarasota-Bradenton, FL",FL,,,2022-08-31,42.4
Msa,"Ogden, UT",UT,,,2022-08-31,15.2
Msa,"Oklahoma City, OK",OK,,,2022-08-31,9.4
Msa,"Omaha, NE",NE,,,2022-08-31,9.7
Msa,"Orlando, FL",FL,,,2022-08-31,10.1
Msa,"Philadelphia, PA",PA,,,2022-08-31,10.4
Msa,"Phoenix, AZ",AZ,,,2022-08-31,20.8
Msa,"Pittsburgh, PA",PA,,,2022-08-31,10.5
Msa,"Portland, OR",OR,,,2022-08-31,12.5
Msa,"Providence, RI",RI,,,2022-08-31,13.7
Msa,"Provo, UT",UT,,,2022-08-31,16.9
Msa,"Raleigh, NC",NC,,,2022-08-31,31.4
Msa,"Richmond, VA",VA,,,2022-08-31,9.0
Msa,"Riverside, CA",CA,,,2022-08-31,15.9
Msa,"Rochester, NY",NY,,,2022-08-31,11.6
Msa,"Sacramento, CA",CA,,,2022-08-31,14.1
Msa,"Salt Lake City, UT",UT,,,2022-08-31,14.3
Msa,"San Antonio, TX",TX,,,2022-08-31,12.7
Msa,"San Diego, CA",CA,,,2022-08-31,19.1
Msa,"San Francisco, CA",CA,,,2022-08-31,7.2
Msa,"San Jose, CA",CA,,,2022-08-31,4.5
Msa,"Seattle, WA",WA,,,2022-08-31,11.3
Msa,"Springfield, MA",MA,,,2022-08-31,11.2
Msa,"St. Louis, MO",MO,,,2022-08-31,10.3
Msa,"Stamford, CT",CT,,,2022-08-31,12.2
Msa,"Stockton, CA",CA,,,2022-08-31,13.2
Msa,"Syracuse, NY",NY,,,2022-08-31,9.2
Msa,"Tampa, FL",FL,,,2022-08-31,22.1
Msa,"Toledo, OH",OH,,,2022-08-31,10.3
Msa,"Tucson, AZ",AZ,,,2022-08-31,17.1
Msa,"Tulsa, OK",OK,,,2022-08-31,10.4
Msa,"Urban Honolulu, HI",HI,,,2022-08-31,7.7
Msa,"Ventura, CA",CA,,,2022-08-31,14.9
Msa,"Virginia Beach, VA",VA,,,2022-08-31,9.3
Msa,"Washington, DC",DC,,,2022-08-31,8.4
Msa,"Wichita, KS",KS,,,2022-08-31,9.8
Msa,"Winston-Salem, NC",NC,,,2022-08-31,28.4
Msa,"Worcester, MA",MA,,,2022-08-31,13.4
Zip,27013,NC,Rowan County,Cleveland,2022-08-31,13.2
Zip,27054,NC,Rowan County,Woodleaf,2022-08-31,11.9
Zip,27502,NC,Wake County,Apex,2022-08-31,30.4
Zip,27504,NC,Johnston County,Benson,2022-08-31,27.9
Zip,27508,NC,Franklin County,Bunn,2022-08-31,27.8
Zip,27511,NC,Wake County,Cary,2022-08-31,31.1
Zip,27513,NC,Wake County,Cary,2022-08-31,30.9
Zip,27518,NC,Wake County,Cary,2022-08-31,30.6
Zip,27519,NC,Wake County,Cary,2022-08-31,29.5
Zip,27520,NC,Johnston County,Clayton,2022-08-31,28.4
Zip,27523,NC,Wake County,Apex,2022-08-31,30.3
Zip,27524,NC,Johnston County,Four Oaks,2022-08-31,27.3
Zip,27525,NC,Franklin County,Franklinton,2022-08-31,29.7
Zip,27526,NC,Wake County,Fuquay Varina,2022-08-31,30.3
Zip,27527,NC,Johnston County,Clayton,2022-08-31,27.9
Zip,27529,NC,Wake County,Garner,2022-08-31,30.8
Zip,27539,NC,Wake County,Apex,2022-08-31,30.3
Zip,27540,NC,Wake County,Holly Springs,2022-08-31,30.8
Zip,27542,NC,Johnston County,Kenly,2022-08-31,26.8
Zip,27545,NC,Wake County,Knightdale,2022-08-31,31.7
Zip,27549,NC,Franklin County,Louisburg,2022-08-31,27.9
Zip,27555,NC,Johnston County,Micro,2022-08-31,28.6
Zip,27560,NC,Wake County,Morrisville,2022-08-31,30.4
Zip,27562,NC,Wake County,New Hill,2022-08-31,29.9
Zip,27568,NC,Johnston County,Pine Level,2022-08-31,29.0
Zip,27569,NC,Johnston County,Princeton,2022-08-31,26.7
Zip,27571,NC,Wake County,Rolesville,2022-08-31,30.2
Zip,27576,NC,Johnston County,Selma,2022-08-31,28.9
Zip,27577,NC,Johnston County,Smithfield,2022-08-31,28.3
Zip,27587,NC,Wake County,Wake Forest,2022-08-31,30.3
Zip,27591,NC,Wake County,Wendell,2022-08-31,31.5
Zip,27592,NC,Wake County,Willow Spring,2022-08-31,30.3
Zip,27596,NC,Franklin County,Youngsville,2022-08-31,29.1
Zip,27597,NC,Wake County,Zebulon,2022-08-31,30.6
Zip,27601,NC,Wake County,Raleigh,2022-08-31,29.2
Zip,27603,NC,Wake County,Raleigh,2022-08-31,31.1
Zip,27604,NC,Wake County,Raleigh,2022-08-31,32.3
Zip,27605,NC,Wake County,Raleigh,2022-08-31,27.8
Zip,27606,NC,Wake County,Raleigh,2022-08-31,30.3
Zip,27607,NC,Wake County,Raleigh,2022-08-31,30.1
Zip,27608,NC,Wake County,Raleigh,2022-08-31,28.7
Zip,27609,NC,Wake County,Raleigh,2022-08-31,30.5
Zip,27610,NC,Wake County,Raleigh,2022-08-31,33.2
Zip,27612,NC,Wake County,Raleigh,2022-08-31,29.7
Zip,27613,NC,Wake County,Raleigh,2022-08-31,29.9
Zip,27614,NC,Wake County,Raleigh,2022-08-31,29.6
Zip,27615,NC,Wake County,Raleigh,2022-08-31,30.2
Zip,27616,NC,Wake County,Raleigh,2022-08-31,31.7
Zip,27617,NC,Wake County,Raleigh,2022-08-31,29.1
Zip,27816,NC,Nash County,Castalia,2022-08-31,24.8
Zip,28006,NC,Gaston County,Alexis,2022-08-31,13.3
Zip,28012,NC,Gaston County,Belmont,2022-08-31,13.7
Zip,28016,NC,Gaston County,Bessemer City,2022-08-31,15.1
Zip,28021,NC,Gaston County,Cherryville,2022-08-31,14.6
Zip,28023,NC,Rowan County,China Grove,2022-08-31,13.8
Zip,28025,NC,Cabarrus County,Concord,2022-08-31,14.3
Zip,28027,NC,Cabarrus County,Concord,2022-08-31,13.9
Zip,28031,NC,Mecklenburg County,Cornelius,2022-08-31,14.1
Zip,28032,NC,Gaston County,Cramerton,2022-08-31,13.5
Zip,28033,NC,Lincoln County,Crouse,2022-08-31,14.1
Zip,28034,NC,Gaston County,Dallas,2022-08-31,15.0
Zip,28036,NC,Mecklenburg County,Davidson,2022-08-31,13.6
Zip,28037,NC,Lincoln County,Denver,2022-08-31,12.3
Zip,28039,NC,Rowan County,East Spencer,2022-08-31,19.5
Zip,28041,NC,Rowan County,Faith,2022-08-31,13.9
Zip,28052,NC,Gaston County,Gastonia,2022-08-31,15.8
Zip,28054,NC,Gaston County,Gastonia,2022-08-31,14.9
Zip,28056,NC,Gaston County,Gastonia,2022-08-31,14.1
Zip,28071,NC,Rowan County,Gold Hill,2022-08-31,12.4
Zip,28075,NC,Cabarrus County,Harrisburg,2022-08-31,13.3
Zip,28077,NC,Gaston County,High Shoals,2022-08-31,16.8
Zip,28078,NC,Mecklenburg County,Huntersville,2022-08-31,13.9
Zip,28079,NC,Union County,Indian Trail,2022-08-31,14.4
Zip,28080,NC,Lincoln County,Iron Station,2022-08-31,13.1
Zip,28081,NC,Cabarrus County,Kannapolis,2022-08-31,14.9
Zip,28083,NC,Cabarrus County,Kannapolis,2022-08-31,15.1
Zip,28088,NC,Rowan County,Landis,2022-08-31,14.7
Zip,28092,NC,Lincoln County,Lincolnton,2022-08-31,13.9
Zip,28098,NC,Gaston County,Lowell,2022-08-31,14.6
Zip,28101,NC,Gaston County,Mc Adenville,2022-08-31,13.4
Zip,28103,NC,Union County,Marshville,2022-08-31,15.0
Zip,28104,NC,Union County,Stallings,2022-08-31,13.6
Zip,28105,NC,Mecklenburg County,Matthews,2022-08-31,14.3
Zip,28107,NC,Cabarrus County,Midland,2022-08-31,14.0
Zip,28110,NC,Union County,Monroe,2022-08-31,14.6
Zip,28112,NC,Union County,Monroe,2022-08-31,14.9
Zip,28115,NC,Iredell County,Mooresville,2022-08-31,13.2
Zip,28117,NC,Iredell County,Mooresville,2022-08-31,12.9
Zip,28120,NC,Gaston County,Mount Holly,2022-08-31,13.9
Zip,28124,NC,Cabarrus County,Mount Pleasant,2022-08-31,13.7
Zip,28125,NC,Rowan County,Mount Ulla,2022-08-31,13.4
Zip,28134,NC,Mecklenburg County,Pineville,2022-08-31,14.4
Zip,28138,NC,Rowan County,Rockwell,2022-08-31,13.8
Zip,28144,NC,Rowan County,Salisbury,2022-08-31,13.8
Zip,28146,NC,Rowan County,Salisbury,2022-08-31,13.6
Zip,28147,NC,Rowan County,Salisbury,2022-08-31,13.4
Zip,28159,NC,Rowan County,Spencer,2022-08-31,14.2
Zip,28164,NC,Gaston County,Stanley,2022-08-31,13.4
Zip,28166,NC,Iredell County,Troutman,2022-08-31,13.1
Zip,28168,NC,Lincoln County,Vale,2022-08-31,13.8
Zip,28173,NC,Union County,Waxhaw,2022-08-31,13.7
Zip,28174,NC,Union County,Wingate,2022-08-31,15.2
Zip,28202,NC,Mecklenburg County,Charlotte,2022-08-31,11.3
Zip,28203,NC,Mecklenburg County,Charlotte,2022-08-31,13.0
Zip,28204,NC,Mecklenburg County,Charlotte,2022-08-31,12.8
Zip,28205,NC,Mecklenburg County,Charlotte,2022-08-31,14.7
Zip,28206,NC,Mecklenburg County,Charlotte,2022-08-31,17.4
Zip,28207,NC,Mecklenburg County,Charlotte,2022-08-31,13.1
Zip,28208,NC,Mecklenburg County,Charlotte,2022-08-31,17.8
Zip,28209,NC,Mecklenburg County,Charlotte,2022-08-31,13.9
Zip,28210,NC,Mecklenburg County,Charlotte,2022-08-31,13.8
Zip,28211,NC,Mecklenburg County,Charlotte,2022-08-31,13.7
Zip,28212,NC,Mecklenburg County,Charlotte,2022-08-31,16.7
Zip,28213,NC,Mecklenburg County,Charlotte,2022-08-31,15.7
Zip,28214,NC,Mecklenburg County,Charlotte,2022-08-31,16.0
Zip,28215,NC,Mecklenburg County,Charlotte,2022-08-31,16.1
Zip,28216,NC,Mecklenburg County,Charlotte,2022-08-31,16.0
Zip,28217,NC,Mecklenburg County,Charlotte,2022-08-31,17.1
Zip,28226,NC,Mecklenburg County,Charlotte,2022-08-31,13.8
Zip,28227,NC,Mecklenburg County,Mint Hill,2022-08-31,15.3
Zip,28262,NC,Mecklenburg County,Charlotte,2022-08-31,15.5
Zip,28269,NC,Mecklenburg County,Charlotte,2022-08-31,15.3
Zip,28270,NC,Mecklenburg County,Charlotte,2022-08-31,14.0
Zip,28273,NC,Mecklenburg County,Charlotte,2022-08-31,15.0
Zip,28277,NC,Mecklenburg County,Charlotte,2022-08-31,13.6
Zip,28278,NC,Mecklenburg County,Charlotte,2022-08-31,14.3
Zip,28625,NC,Iredell County,Statesville,2022-08-31,13.2
Zip,28634,NC,Iredell County,Harmony,2022-08-31,11.7
Zip,28660,NC,Iredell County,Olin,2022-08-31,12.8
Zip,28677,NC,Iredell County,Statesville,2022-08-31,14.0
Zip,28689,NC,Iredell County,Union Grove,2022-08-31,12.4
Zip,29014,SC,Chester County,Blackstock,2022-08-31,10.5
Zip,29055,SC,Chester County,Great Falls,2022-08-31,10.8
Zip,29058,SC,Lancaster County,Heath Springs,2022-08-31,14.0
Zip,29067,SC,Lancaster County,Kershaw,2022-08-31,13.9
Zip,29704,SC,York County,Catawba,2022-08-31,13.6
Zip,29706,SC,Chester County,Chester,2022-08-31,12.4
Zip,29707,SC,York County,Fort Mill,2022-08-31,12.0
Zip,29708,SC,York County,Fort Mill,2022-08-31,14.0
Zip,29710,SC,York County,Clover,2022-08-31,14.2
Zip,29712,SC,Chester County,Edgemoor,2022-08-31,9.2
Zip,29714,SC,Chester County,Fort Lawn,2022-08-31,8.3
Zip,29715,SC,York County,Fort Mill,2022-08-31,14.6
Zip,29717,SC,York County,Hickory Grove,2022-08-31,13.1
Zip,29720,SC,Lancaster County,Lancaster,2022-08-31,14.0
Zip,29726,SC,York County,Mc Connells,2022-08-31,16.4
Zip,29729,SC,Chester County,Richburg,2022-08-31,8.5
Zip,29730,SC,York County,Rock Hill,2022-08-31,15.4
Zip,29732,SC,York County,Rock Hill,2022-08-31,14.8
Zip,29742,SC,York County,Sharon,2022-08-31,15.3
Zip,29743,SC,York County,Smyrna,2022-08-31,12.8
Zip,29745,SC,York County,York,2022-08-31,14.9
Zip,30002,GA,Dekalb County,Avondale Estates,2022-08-31,13.0
Zip,30004,GA,Fulton County,Milton,2022-08-31,13.1
Zip,30005,GA,Fulton County,Alpharetta,2022-08-31,12.9
Zip,30008,GA,Cobb County,Marietta,2022-08-31,15.3
Zip,30009,GA,Fulton County,Alpharetta,2022-08-31,13.1
Zip,30011,GA,Barrow County,Auburn,2022-08-31,14.7
Zip,30012,GA,Rockdale County,Conyers,2022-08-31,15.1
Zip,30013,GA,Rockdale County,Conyers,2022-08-31,15.3
Zip,30014,GA,Newton County,Covington,2022-08-31,14.2
Zip,30016,GA,Newton County,Covington,2022-08-31,14.4
Zip,30017,GA,Gwinnett County,Grayson,2022-08-31,14.5
Zip,30019,GA,Gwinnett County,Dacula,2022-08-31,14.8
Zip,30021,GA,Dekalb County,Clarkston,2022-08-31,16.1
Zip,30022,GA,Fulton County,Johns Creek,2022-08-31,12.6
Zip,30024,GA,Gwinnett County,Suwanee,2022-08-31,13.8
Zip,30025,GA,Walton County,Social Circle,2022-08-31,13.3
Zip,30028,GA,Forsyth County,Cumming,2022-08-31,14.4
Zip,30030,GA,Dekalb County,Decatur,2022-08-31,12.1
Zip,30032,GA,Dekalb County,Candler-Mcafee,2022-08-31,17.3
Zip,30033,GA,Dekalb County,Decatur,2022-08-31,12.4
Zip,30034,GA,Dekalb County,Panthersville,2022-08-31,15.8
Zip,30035,GA,Dekalb County,Stone Mountain,2022-08-31,16.8
Zip,30038,GA,Dekalb County,Lithonia,2022-08-31,14.8
Zip,30039,GA,Gwinnett County,Snellville,2022-08-31,15.2
Zip,30040,GA,Forsyth County,Cumming,2022-08-31,14.1
Zip,30041,GA,Forsyth County,Cumming,2022-08-31,13.7
Zip,30043,GA,Gwinnett County,Lawrenceville,2022-08-31,15.0
Zip,30044,GA,Gwinnett County,Lawrenceville,2022-08-31,15.1
Zip,30045,GA,Gwinnett County,Lawrenceville,2022-08-31,15.0
Zip,30046,GA,Gwinnett County,Lawrenceville,2022-08-31,15.5
Zip,30047,GA,Gwinnett County,Lilburn,2022-08-31,14.8
Zip,30052,GA,Gwinnett County,Loganville,2022-08-31,14.6
Zip,30054,GA,Newton County,Oxford,2022-08-31,14.0
Zip,30055,GA,Jasper County,Mansfield,2022-08-31,11.8
Zip,30056,GA,Jasper County,Newborn,2022-08-31,12.5
Zip,30058,GA,Dekalb County,Lithonia,2022-08-31,14.8
Zip,30060,GA,Cobb County,Marietta,2022-08-31,15.3
Zip,30062,GA,Cobb County,Marietta,2022-08-31,12.7
Zip,30064,GA,Cobb County,Marietta,2022-08-31,13.7
Zip,30066,GA,Cobb County,Marietta,2022-08-31,13.6
Zip,30067,GA,Cobb County,Marietta,2022-08-31,13.5
Zip,30068,GA,Cobb County,Marietta,2022-08-31,12.3
Zip,30071,GA,Gwinnett County,Norcross,2022-08-31,14.7
Zip,30072,GA,Dekalb County,Pine Lake,2022-08-31,14.5
Zip,30075,GA,Fulton County,Roswell,2022-08-31,12.8
Zip,30076,GA,Fulton County,Roswell,2022-08-31,12.5
Zip,30078,GA,Gwinnett County,Snellville,2022-08-31,15.0
Zip,30079,GA,Dekalb County,Scottdale,2022-08-31,14.7
Zip,30080,GA,Cobb County,Smyrna,2022-08-31,13.4
Zip,30082,GA,Cobb County,Smyrna,2022-08-31,13.6
Zip,30083,GA,Dekalb County,Stone Mountain,2022-08-31,16.4
Zip,30084,GA,Dekalb County,Tucker,2022-08-31,14.2
Zip,30087,GA,Dekalb County,Stone Mountain,2022-08-31,14.9
Zip,30088,GA,Dekalb County,Stone Mountain,2022-08-31,15.8
Zip,30092,GA,Gwinnett County,Peachtree Corners,2022-08-31,13.4
Zip,30093,GA,Gwinnett County,Norcross,2022-08-31,15.4
Zip,30094,GA,Rockdale County,Conyers,2022-08-31,15.1
Zip,30096,GA,Gwinnett County,Duluth,2022-08-31,14.5
Zip,30097,GA,Gwinnett County,Duluth,2022-08-31,13.0
Zip,30101,GA,Cobb County,Acworth,2022-08-31,13.9
Zip,30102,GA,Cobb County,Acworth,2022-08-31,14.5
Zip,30103,GA,Bartow County,Adairsville,2022-08-31,12.7
Zip,30106,GA,Cobb County,Austell,2022-08-31,15.5
Zip,30107,GA,Cherokee County,Ball Ground,2022-08-31,14.1
Zip,30108,GA,Carroll County,Bowdon,2022-08-31,14.0
Zip,30110,GA,Haralson County,Bremen,2022-08-31,10.5
Zip,30113,GA,Haralson County,Buchanan,2022-08-31,10.5
Zip,30114,GA,Cherokee County,Canton,2022-08-31,13.9
Zip,30115,GA,Cherokee County,Canton,2022-08-31,13.6
Zip,30116,GA,Carroll County,Carrollton,2022-08-31,13.6
Zip,30117,GA,Carroll County,Carrollton,2022-08-31,14.1
Zip,30120,GA,Bartow County,Cartersville,2022-08-31,13.1
Zip,30121,GA,Bartow County,Cartersville,2022-08-31,13.2
Zip,30122,GA,Douglas County,Lithia Springs,2022-08-31,14.5
Zip,30126,GA,Cobb County,Mableton,2022-08-31,14.0
Zip,30127,GA,Cobb County,Powder Springs,2022-08-31,14.5
Zip,30132,GA,Paulding County,Dallas,2022-08-31,15.2
Zip,30134,GA,Douglas County,Douglasville,2022-08-31,15.3
Zip,30135,GA,Douglas County,Douglasville,2022-08-31,14.3
Zip,30137,GA,Bartow County,Emerson,2022-08-31,14.2
Zip,30141,GA,Paulding County,Hiram,2022-08-31,15.4
Zip,30143,GA,Pickens County,Jasper,2022-08-31,10.1
Zip,30144,GA,Cobb County,Kennesaw,2022-08-31,14.3
Zip,30145,GA,Bartow County,Kingston,2022-08-31,13.1
Zip,30148,GA,Dawson County,Marble Hill,2022-08-31,10.6
Zip,30152,GA,Cobb County,Kennesaw,2022-08-31,13.6
Zip,30157,GA,Paulding County,Dallas,2022-08-31,15.4
Zip,30168,GA,Cobb County,Austell,2022-08-31,16.2
Zip,30170,GA,Carroll County,Carrollton,2022-08-31,12.4
Zip,30171,GA,Gordon County,Fairmount,2022-08-31,14.1
Zip,30175,GA,Pickens County,Talking Rock,2022-08-31,12.1
Zip,30176,GA,Haralson County,Tallapoosa,2022-08-31,10.2
Zip,30177,GA,Pickens County,Tate,2022-08-31,9.8
Zip,30179,GA,Carroll County,Temple,2022-08-31,14.5
Zip,30180,GA,Carroll County,Villa Rica,2022-08-31,13.9
Zip,30182,GA,Haralson County,Waco,2022-08-31,12.2
Zip,30183,GA,Cherokee County,Waleska,2022-08-31,14.1
Zip,30184,GA,Bartow County,White,2022-08-31,13.7
Zip,30185,GA,Carroll County,Whitesburg,2022-08-31,13.8
Zip,30187,GA,Douglas County,Winston,2022-08-31,14.3
Zip,30188,GA,Cherokee County,Woodstock,2022-08-31,13.9
Zip,30189,GA,Cherokee County,Woodstock,2022-08-31,13.9
Zip,30204,GA,Lamar County,Barnesville,2022-08-31,10.2
Zip,30205,GA,Fayette County,Brooks,2022-08-31,11.3
Zip,30206,GA,Pike County,Concord,2022-08-31,10.4
Zip,30213,GA,Fulton County,Fairburn,2022-08-31,14.3
Zip,30214,GA,Fayette County,Fayetteville,2022-08-31,12.4
Zip,30215,GA,Fayette County,Fayetteville,2022-08-31,12.1
Zip,30216,GA,Butts County,Flovilla,2022-08-31,11.2
Zip,30217,GA,Heard County,Franklin,2022-08-31,10.6
Zip,30218,GA,Meriwether County,Gay,2022-08-31,10.3
Zip,30220,GA,Coweta County,Grantville,2022-08-31,13.2
Zip,30222,GA,Meriwether County,Greenville,2022-08-31,9.6
Zip,30223,GA,Spalding County,Griffin,2022-08-31,13.7
Zip,30224,GA,Spalding County,Griffin,2022-08-31,13.2
Zip,30228,GA,Henry County,Hampton,2022-08-31,15.0
Zip,30233,GA,Butts County,Jackson,2022-08-31,10.8
Zip,30234,GA,Butts County,Jenkinsburg,2022-08-31,11.9
Zip,30236,GA,Clayton County,Jonesboro,2022-08-31,15.7
Zip,30238,GA,Clayton County,Jonesboro,2022-08-31,16.3
Zip,30248,GA,Henry County,Locust Grove,2022-08-31,14.5
Zip,30251,GA,Meriwether County,Luthersville,2022-08-31,10.9
Zip,30252,GA,Henry County,McDonough,2022-08-31,14.5
Zip,30253,GA,Henry County,McDonough,2022-08-31,14.7
Zip,30256,GA,Pike County,Meansville,2022-08-31,10.6
Zip,30257,GA,Lamar County,Milner,2022-08-31,10.3
Zip,30258,GA,Pike County,Molena,2022-08-31,10.1
Zip,30259,GA,Coweta County,Moreland,2022-08-31,13.7
Zip,30260,GA,Clayton County,Morrow,2022-08-31,16.6
Zip,30263,GA,Coweta County,Newnan,2022-08-31,13.4
Zip,30265,GA,Coweta County,Newnan,2022-08-31,12.9
Zip,30268,GA,Fulton County,Palmetto,2022-08-31,14.5
Zip,30269,GA,Fayette County,Peachtree City,2022-08-31,11.2
Zip,30273,GA,Clayton County,Rex,2022-08-31,16.5
Zip,30274,GA,Clayton County,Riverdale,2022-08-31,17.5
Zip,30276,GA,Coweta County,Senoia,2022-08-31,12.8
Zip,30277,GA,Coweta County,Sharpsburg,2022-08-31,12.6
Zip,30281,GA,Henry County,Stockbridge,2022-08-31,14.8
Zip,30288,GA,Dekalb County,Conley,2022-08-31,16.6
Zip,30290,GA,Fayette County,Tyrone,2022-08-31,11.2
Zip,30291,GA,Fulton County,Union City,2022-08-31,15.3
Zip,30292,GA,Pike County,Williamson,2022-08-31,11.3
Zip,30293,GA,Meriwether County,Woodbury,2022-08-31,10.0
Zip,30294,GA,Dekalb County,Ellenwood,2022-08-31,15.0
Zip,30295,GA,Pike County,Zebulon,2022-08-31,10.7
Zip,30296,GA,Clayton County,Riverdale,2022-08-31,16.5
Zip,30297,GA,Clayton County,Forest Park,2022-08-31,18.7
Zip,30303,GA,Fulton County,Atlanta,2022-08-31,12.7
Zip,30305,GA,Fulton County,Atlanta,2022-08-31,10.8
Zip,30306,GA,Fulton County,Atlanta,2022-08-31,11.8
Zip,30307,GA,Fulton County,Atlanta,2022-08-31,11.8
Zip,30308,GA,Fulton County,Atlanta,2022-08-31,10.8
Zip,30309,GA,Fulton County,Atlanta,2022-08-31,10.6
Zip,30310,GA,Fulton County,Atlanta,2022-08-31,19.4
Zip,30311,GA,Fulton County,Atlanta,2022-08-31,18.5
Zip,30312,GA,Fulton County,Atlanta,2022-08-31,12.9
Zip,30313,GA,Fulton County,Atlanta,2022-08-31,12.1
Zip,30314,GA,Fulton County,Atlanta,2022-08-31,21.9
Zip,30315,GA,Fulton County,Atlanta,2022-08-31,17.4
Zip,30316,GA,Fulton County,Atlanta,2022-08-31,14.5
Zip,30317,GA,Fulton County,Atlanta,2022-08-31,13.2
Zip,30318,GA,Fulton County,Atlanta,2022-08-31,14.3
Zip,30319,GA,Dekalb County,Brookhaven,2022-08-31,11.5
Zip,30324,GA,Fulton County,Atlanta,2022-08-31,11.5
Zip,30326,GA,Fulton County,Atlanta,2022-08-31,9.5
Zip,30327,GA,Fulton County,Atlanta,2022-08-31,11.6
Zip,30328,GA,Fulton County,Sandy Springs,2022-08-31,11.8
Zip,30329,GA,Dekalb County,North Druid Hills,2022-08-31,11.9
Zip,30331,GA,Fulton County,Atlanta,2022-08-31,15.1
Zip,30332,GA,Fulton County,Atlanta,2022-08-31,15.0
Zip,30336,GA,Fulton County,Atlanta,2022-08-31,15.6
Zip,30337,GA,Fulton County,College Park,2022-08-31,15.3
Zip,30338,GA,Dekalb County,Dunwoody,2022-08-31,11.9
Zip,30339,GA,Cobb County,Vinings,2022-08-31,12.1
Zip,30340,GA,Dekalb County,Doraville,2022-08-31,13.5
Zip,30341,GA,Dekalb County,Chamblee,2022-08-31,12.7
Zip,30342,GA,Fulton County,Sandy Springs,2022-08-31,11.2
Zip,30344,GA,Fulton County,East Point,2022-08-31,15.9
Zip,30345,GA,Dekalb County,Chamblee,2022-08-31,11.9
Zip,30346,GA,Dekalb County,Dunwoody,2022-08-31,10.8
Zip,30349,GA,Clayton County,Riverdale,2022-08-31,15.2
Zip,30350,GA,Fulton County,Sandy Springs,2022-08-31,12.5
